Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00181669331950288,-0.00812663302689943,-0.00451550415802209,0,0,0,0.00197871129521283,1.44758151007133E-07,3.08865608023859E-14,7.02460871171258E-09,2.36910306633922E-07,1.9793881858573E-13,1.67168966673058E-07,0,0,0,0,0,0,package://servo_description/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://servo_description/meshes/base_link.STL,,base_link-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link_01,6.93889390390723E-18,0.00532571920631412,7.80625564189563E-18,0,0,0,0.000549338745067411,1.81880993094334E-08,-1.17667180124475E-23,-4.904876927657E-09,1.70698831784011E-08,-7.21652243954026E-24,1.06840495719932E-08,0,0,0,0,0,0,package://servo_description/meshes/link_01.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://servo_description/meshes/link_01.STL,,link_01-1,Origin_joint_01,Axis_joint_01,joint_01,revolute,-0.00727514325122274,-0.00812663258989232,0.00591702989211944,1.5707963267949,0,-2.01915461393579,base_link,0,1,0,0,0,0,180,,,,,,,,
